Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
2,21,8,510,213,24.6,2.1,538.915,37.822,1713.953,1649.067
2,21,9,613,259,27.3,1.4,764.845,48.949,2324.472,2237.147
2,21,10,680,279,29.4,0.9,932.246,58.47,2698.41,2595.631
2,21,11,758,256,30.8,0.5,1036.477,65.775,2879.392,2768.665
2,21,12,787,237,31.8,0.2,1048.972,69.562,2849.982,2740.567
2,21,13,776,222,32.2,0.2,972.652,67.904,2667.457,2566.006
2,21,14,593,273,32,0.3,774.578,61.196,2202.925,2120.343
2,21,15,458,244,31.1,0.6,545.012,50.917,1625.439,1563.519
2,21,16,269,169,29.7,0.7,289.054,40.248,889.167,849.094
2,21,17,0,23,28.2,0.7,21.802,28.59,73.666,51.909
2,21,18,0,0,27.2,1.1,0,27.2,0,0
2,21,19,0,0,26.7,2,0,26.7,0,0
2,21,20,0,0,25.8,3.2,0,25.8,0,0
2,21,21,0,0,24.3,4.2,0,24.3,0,0
2,21,22,0,0,22.4,4.7,0,22.4,0,0
2,21,23,0,0,20.4,4.8,0,20.4,0,0
2,22,0,0,0,18.7,4.4,0,18.7,0,0
2,22,1,0,0,17.7,3.9,0,17.7,0,0
2,22,2,0,0,17.1,3.2,0,17.1,0,0
2,22,3,0,0,16.7,2.5,0,16.7,0,0
2,22,4,0,0,16.6,2.3,0,16.6,0,0
2,22,5,0,0,16.5,1.9,0,16.5,0,0
2,22,6,49,27,18.2,2.2,36.222,17.399,117.876,95.284
2,22,7,347,137,22,2.3,278.078,27.634,894.044,853.842
2,22,8,546,198,26,2.1,545.515,39.389,1719.863,1654.776
2,22,9,661,231,28.7,1.6,776.197,49.93,2346.229,2258.041
2,22,10,744,237,30.6,1.2,949.316,58.534,2746.744,2641.872
2,22,11,696,296,32,0.8,1015.089,64.36,2843.183,2734.071
2,22,12,712,283,32.8,0.6,1020.874,66.813,2818.979,2710.94
2,22,13,687,271,33.2,0.5,938.835,65.691,2608.36,2509.421
2,22,14,581,275,32.9,0.6,766.457,59.678,2198.623,2116.207
2,22,15,462,239,32.1,0.9,546.829,50.455,1634.735,1572.507
2,22,16,267,166,30.5,1,284.559,40.03,875.946,836.218
2,22,17,42,32,28.8,1,40.735,29.628,127.981,105.196
2,22,18,0,0,27.7,1.8,0,27.7,0,0
2,22,19,0,0,26.9,3.1,0,26.9,0,0
2,22,20,0,0,25.4,4.1,0,25.4,0,0
2,22,21,0,0,23.1,4.7,0,23.1,0,0
2,22,22,0,0,20.7,4.7,0,20.7,0,0
2,22,23,0,0,19.1,4.1,0,19.1,0,0
2,23,0,0,0,18.3,3.6,0,18.3,0,0
2,23,1,0,0,17.6,3.1,0,17.6,0,0
2,23,2,0,0,17.1,2.6,0,17.1,0,0
2,23,3,0,0,16.6,2.2,0,16.6,0,0
2,23,4,0,0,16.4,2,0,16.4,0,0
2,23,5,0,0,16.2,2,0,16.2,0,0
2,23,6,61,27,17.7,2.5,39.909,17.076,128.487,105.692
2,23,7,362,132,20.9,2.8,278.384,26.225,898.945,858.614
2,23,8,557,190,25,3,543.974,37.02,1734.888,1669.291
2,23,9,675,221,28.4,3,777.403,46.273,2395.483,2305.323
2,23,10,750,232,30.6,3.2,949.804,52.306,2843.658,2734.525
2,23,11,837,200,32.1,3.4,1051.593,55.841,3090.117,2969.754
2,23,12,846,195,32.9,3.5,1058.618,56.746,3095.326,2974.72
2,23,13,832,184,33.2,3.7,980.693,55.051,2892.936,2781.602
2,23,14,820,152,32.8,3.8,833.141,51.317,2499.989,2405.572
2,23,15,737,132,31.7,4,613.476,45.157,1876.128,1805.619
2,23,16,577,98,29.4,3.5,346.99,37.249,1051.47,1007.014
2,23,17,226,37,26.6,3.4,83.368,27.965,233.858,208.991
2,23,18,0,0,24.7,4.3,0,24.7,0,0
2,23,19,0,0,23.2,4.9,0,23.2,0,0
2,23,20,0,0,21.8,4.9,0,21.8,0,0
2,23,21,0,0,20.5,4.5,0,20.5,0,0
2,23,22,0,0,19.2,4.1,0,19.2,0,0
2,23,23,0,0,18,4,0,18,0,0
2,24,0,0,0,16.9,3.8,0,16.9,0,0
2,24,1,0,0,16.2,3.6,0,16.2,0,0
2,24,2,0,0,15.8,3.4,0,15.8,0,0
2,24,3,0,0,15.5,3.1,0,15.5,0,0
2,24,4,0,0,15.4,3,0,15.4,0,0
2,24,5,0,0,15.3,3,0,15.3,0,0
2,24,6,302,26,16.9,3.4,81.862,17.412,223.293,198.638
2,24,7,735,62,20.4,3.8,354.853,27.015,1102.282,1056.403
2,24,8,892,76,24.6,4.2,629.017,37.296,1990.539,1915.917
2,24,9,966,84,28,4.2,859.69,45.889,2651.43,2550.663
2,24,10,999,90,30.3,4.1,1022.643,51.99,3066.526,2947.263
2,24,11,1007,97,31.9,4,1107.032,55.703,3255.492,3127.278
2,24,12,1005,96,32.8,4,1107.477,56.734,3238.403,3111.012
2,24,13,27,507,33,3.9,525.592,45.268,1634.23,1572.018
2,24,14,26,402,32.6,3.9,416.158,41.463,1319.279,1267.055
2,24,15,26,263,31.5,4,273.31,37.057,884.885,844.923
2,24,16,23,123,29.4,3.6,128.448,31.636,424.706,395.822
2,24,17,0,24,26.8,3.5,22.753,26.28,77.727,55.894
2,24,18,0,0,25,4.4,0,25,0,0
2,24,19,0,0,23.4,5,0,23.4,0,0
2,24,20,0,0,21.9,5.1,0,21.9,0,0
2,24,21,0,0,21,4.8,0,21,0,0
2,24,22,0,0,20.4,4.4,0,20.4,0,0
2,24,23,0,0,19.9,4.1,0,19.9,0,0
2,25,0,0,0,19.4,3.8,0,19.4,0,0
2,25,1,0,0,19,3.4,0,19,0,0
2,25,2,0,0,18.6,2.9,0,18.6,0,0
2,25,3,0,0,18.2,2.5,0,18.2,0,0
2,25,4,0,0,18.1,2.3,0,18.1,0,0
2,25,5,0,0,18.1,2.4,0,18.1,0,0
2,25,6,226,28,19.5,3.3,71.14,19.665,200.222,176.027
2,25,7,22,111,22.3,3.9,118.162,23.665,405.434,376.971
2,25,8,26,244,25.5,4,253.749,29.951,850.394,811.331
2,25,9,883,104,28.2,3.9,815.323,44.891,2528.177,2432.595
2,25,10,25,484,30,3.9,499.789,41.172,1587.055,1526.399
2,25,11,25,543,31,3.9,561.004,42.845,1766.346,1699.67
2,25,12,25,545,31.4,4.1,563.09,43.205,1769.643,1702.854
2,25,13,906,124,31.4,4.1,981.248,51.708,2947.39,2833.599
2,25,14,805,149,30.7,4.2,816.981,48.318,2490.862,2396.821
2,25,15,724,128,29.7,4.1,599.714,42.739,1856.677,1786.855
2,25,16,568,96,28.4,3.8,339.788,35.825,1036.101,992.071
2,25,17,0,24,27,3.3,22.753,26.979,77.47,55.641
2,25,18,0,0,25.8,3.4,0,25.8,0,0
2,25,19,0,0,24.7,3.8,0,24.7,0,0
2,25,20,0,0,23.3,4.1,0,23.3,0,0
2,25,21,0,0,21.8,4.3,0,21.8,0,0
2,25,22,0,0,20.6,4.2,0,20.6,0,0
2,25,23,0,0,19.6,3.7,0,19.6,0,0
2,26,0,0,0,18.9,3.4,0,18.9,0,0
2,26,1,0,0,18.4,3.2,0,18.4,0,0
2,26,2,0,0,18.1,2.9,0,18.1,0,0
2,26,3,0,0,17.8,2.6,0,17.8,0,0
2,26,4,0,0,17.7,2.4,0,17.7,0,0
2,26,5,0,0,17.8,2.4,0,17.8,0,0
2,26,6,134,33,19.1,2.6,57.738,18.919,174.136,150.456
2,26,7,539,99,21.8,2.6,317.78,28.276,998.368,955.372
2,26,8,743,123,25.5,2.4,591.277,39.607,1854.599,1784.851
2,26,9,844,136,28.9,2.4,822.054,49.144,2493.498,2399.348
2,26,10,907,137,31.1,2.5,986.909,55.369,2905.714,2793.807
2,26,11,977,111,32.7,2.6,1092.146,59.355,3147.292,3024.243
2,26,12,981,108,33.7,2.7,1096.069,60.348,3141.063,3018.308
2,26,13,970,103,34,2.8,1018.999,58.698,2945.752,2832.036
2,26,14,942,94,33.6,3,865.666,54.343,2554.327,2457.656
2,26,15,872,83,32.5,3.1,641.352,47.845,1929.158,1856.758
2,26,16,735,66,30.1,2.6,375.545,39.576,1110.143,1064.042
2,26,17,388,31,27.1,2.2,104.407,29.437,268.405,242.836
2,26,18,0,0,25.4,2.7,0,25.4,0,0
2,26,19,0,0,24.4,3.4,0,24.4,0,0
2,26,20,0,0,23.3,3.8,0,23.3,0,0
2,26,21,0,0,22.1,4,0,22.1,0,0
2,26,22,0,0,20.8,4.1,0,20.8,0,0
2,26,23,0,0,19.4,3.8,0,19.4,0,0
2,27,0,0,0,18,3.3,0,18,0,0
2,27,1,0,0,17.2,3.1,0,17.2,0,0
2,27,2,0,0,16.8,2.8,0,16.8,0,0
2,27,3,0,0,16.5,2.5,0,16.5,0,0
2,27,4,0,0,16.4,2.4,0,16.4,0,0
2,27,5,0,0,16.5,2.2,0,16.5,0,0
2,27,6,221,32,18,2.3,72.633,18.435,207.82,183.475
2,27,7,641,81,21.1,2.4,338.886,28.299,1055.183,1010.624
2,27,8,812,104,25.2,2.2,612.6,40.254,1913.144,1841.318
2,27,9,893,118,28.4,1.9,842.285,50.548,2535.527,2439.639
2,27,10,939,127,30.4,1.7,1006.489,57.821,2923.518,2810.808
2,27,11,946,138,31.8,1.6,1089.048,62.025,3091.413,2970.99
2,27,12,949,137,32.7,1.6,1093.788,63.217,3083.835,2963.766
2,27,13,933,131,33.2,1.7,1013.056,61.34,2885.407,2774.412
2,27,14,27,411,33,1.9,425.34,45.867,1318.128,1265.939
2,27,15,801,112,32,2.1,628.707,47.812,1893.662,1822.531
2,27,16,655,85,29.7,1.8,362.281,39.993,1075.123,1030.007
2,27,17,294,36,26.9,1.5,92.548,29.255,248.831,223.66
2,27,18,0,0,25.2,2,0,25.2,0,0
2,27,19,0,0,24.2,2.9,0,24.2,0,0
2,27,20,0,0,22.9,3.7,0,22.9,0,0
2,27,21,0,0,21.4,4,0,21.4,0,0
2,27,22,0,0,20.2,4,0,20.2,0,0
2,27,23,0,0,19.1,3.7,0,19.1,0,0
2,28,0,0,0,18.4,3.4,0,18.4,0,0
2,28,1,0,0,17.8,2.9,0,17.8,0,0
2,28,2,0,0,17.5,2.6,0,17.5,0,0
2,28,3,0,0,17.4,2.5,0,17.4,0,0
2,28,4,0,0,17.4,2.4,0,17.4,0,0
2,28,5,0,0,17.6,2.4,0,17.6,0,0
2,28,6,121,35,19.1,2.7,57.271,19.109,175.275,151.572
2,28,7,474,112,22,2.7,304.016,28.069,962.139,920.125
2,28,8,661,151,25.2,2.3,570.13,38.929,1797.375,1729.627
2,28,9,758,174,28,1.8,795.665,49.189,2413.737,2322.841
2,28,10,813,186,30.1,1.5,956.527,56.97,2791.708,2684.869
2,28,11,869,169,31.6,1.4,1051.777,61.686,2991.372,2875.576
2,28,12,860,176,32.3,1.4,1052.398,62.644,2976.882,2861.749
2,28,13,25,501,32.4,1.4,516.319,49.082,1573.589,1513.372
2,28,14,25,399,32,1.2,411.234,44.529,1283.31,1232.168
2,28,15,25,262,31,0.9,270.93,39.774,865.319,825.869
2,28,16,163,203,29.7,0.5,274.242,38.976,859.951,820.641
2,28,17,56,40,28.5,0.3,50.809,30.37,158.306,134.935
2,28,18,0,0,27.5,0.4,0,27.5,0,0
2,28,19,0,0,26.7,0.8,0,26.7,0,0
2,28,20,0,0,26,1.7,0,26,0,0
2,28,21,0,0,25.2,2.7,0,25.2,0,0
2,28,22,0,0,24,3.3,0,24,0,0
2,28,23,0,0,22.8,3.7,0,22.8,0,0
3,1,0,0,0,21.7,3.8,0,21.7,0,0
3,1,1,0,0,20.8,3.6,0,20.8,0,0
3,1,2,0,0,20.1,3.4,0,20.1,0,0
3,1,3,0,0,19.6,3.1,0,19.6,0,0
3,1,4,0,0,19.4,2.9,0,19.4,0,0
3,1,5,0,0,18.7,2.6,0,18.7,0,0
3,1,6,145,38,19.9,2.8,63.723,19.971,191.993,167.962
3,1,7,548,99,22.8,2.9,321.156,29.173,1004.469,961.307
3,1,8,536,181,26.7,3.2,521.522,38.067,1654.9,1592.001
3,1,9,623,233,29.8,3.5,747.888,46.142,2306.707,2220.084
3,1,10,445,385,31.5,3.4,819.491,49.964,2485.009,2391.208
3,1,11,416,442,32.8,3.1,875.646,53.148,2611.242,2512.181
3,1,12,857,181,32.8,3.1,1053.884,57.088,3075.674,2955.985
3,1,13,447,384,31.9,3.5,823.648,50.883,2485.527,2391.706
3,1,14,714,199,31.3,3.8,794.236,48.742,2416.662,2325.648
3,1,15,277,237,30.8,3.7,418.758,40.412,1322.015,1269.708
3,1,16,380,121,29.3,3.2,282.981,35.514,875.087,835.383
3,1,17,49,15,27.3,3,24.117,27.202,71.461,49.744
3,1,18,0,0,26,3.4,0,26,0,0
3,1,19,0,0,25,3.8,0,25,0,0
3,1,20,0,0,24,3.8,0,24,0,0
3,1,21,0,0,23.1,3.8,0,23.1,0,0
3,1,22,0,0,22.1,3.8,0,22.1,0,0
3,1,23,0,0,21.2,3.7,0,21.2,0,0
3,2,0,0,0,20.5,3.5,0,20.5,0,0
3,2,1,0,0,20,3.2,0,20,0,0
3,2,2,0,0,19.7,3,0,19.7,0,0
3,2,3,0,0,19.6,3,0,19.6,0,0
3,2,4,0,0,19.5,3,0,19.5,0,0
3,2,5,0,0,19.4,3,0,19.4,0,0
3,2,6,34,34,19.9,3.2,40.15,19.341,134.095,111.192
3,2,7,216,134,21.1,3.2,222.701,24.915,734.495,698.371
3,2,8,329,236,23,3.3,445.452,32.324,1460.972,1404.369
3,2,9,419,314,25.2,3.4,659.102,39.655,2103.485,2024.682
3,2,10,405,396,27.3,3.5,787.23,44.801,2452.867,2360.382
3,2,11,383,454,28.9,3.4,854.704,48.245,2616.477,2517.195
3,2,12,414,452,29.7,3.3,884.446,49.989,2682.633,2580.531
3,2,13,402,401,30,3.2,792.146,48.544,2420.427,2329.26
3,2,14,253,351,29.8,3.1,567.418,43.37,1778.665,1711.565
3,2,15,235,259,29.2,3.2,409.15,38.601,1305.147,1253.35
3,2,16,137,122,27.5,2.5,178.211,31.643,575.118,542.83
3,2,17,0,19,25.3,1.9,17.998,24.717,61.938,40.399
3,2,18,0,0,24.1,2.5,0,24.1,0,0
3,2,19,0,0,23.4,3.2,0,23.4,0,0
3,2,20,0,0,22.4,3.2,0,22.4,0,0
3,2,21,0,0,21.6,3.3,0,21.6,0,0
3,2,22,0,0,21,3.4,0,21,0,0
3,2,23,0,0,20.2,3,0,20.2,0,0
3,3,0,0,0,19.5,2.3,0,19.5,0,0
3,3,1,0,0,18.7,1.8,0,18.7,0,0
3,3,2,0,0,17.9,1.5,0,17.9,0,0
3,3,3,0,0,17.5,1.6,0,17.5,0,0
3,3,4,0,0,17.4,1.8,0,17.4,0,0
3,3,5,0,0,17.7,2.2,0,17.7,0,0
3,3,6,169,39,19.4,2.5,69.862,19.52,208.753,184.389
3,3,7,547,104,23.1,3.5,325.711,29.231,1019.839,976.256
3,3,8,730,133,27,4.7,594.06,38.327,1876.693,1806.165
3,3,9,824,150,29.8,5.2,821.243,45.209,2543.509,2447.289
3,3,10,875,160,31.6,5.3,987.534,50.257,2989.199,2873.503
3,3,11,896,164,33,5.2,1072.921,53.689,3190.112,3065.032
3,3,12,890,168,33.7,5.1,1072.714,54.74,3171.311,3047.125
3,3,13,866,164,33.8,4.9,988.017,53.702,2935.933,2822.661
3,3,14,824,150,33.2,4.9,828.415,49.924,2503.846,2409.27
3,3,15,733,133,31.9,4.8,604.225,44.194,1855.33,1785.557
3,3,16,568,101,30,4.2,338.486,37.149,1022.955,979.286
3,3,17,218,42,27.9,3.6,81.913,29.205,229.483,204.704
3,3,18,0,0,26.5,3.5,0,26.5,0,0
3,3,19,0,0,25.4,3.6,0,25.4,0,0
3,3,20,0,0,24.4,3.4,0,24.4,0,0
3,3,21,0,0,23.3,3.3,0,23.3,0,0
3,3,22,0,0,22.3,3,0,22.3,0,0
3,3,23,0,0,21.3,2.7,0,21.3,0,0
3,4,0,0,0,20.4,2.2,0,20.4,0,0
3,4,1,0,0,19.6,1.6,0,19.6,0,0
3,4,2,0,0,19,1.3,0,19,0,0
3,4,3,0,0,18.5,1.1,0,18.5,0,0
3,4,4,0,0,18.3,0.9,0,18.3,0,0
3,4,5,0,0,18.2,1,0,18.2,0,0
3,4,6,217,35,19.9,1.5,72.674,20.375,207.232,182.898
3,4,7,445,109,23.1,2.1,289.345,29.304,911.509,870.847
3,4,8,654,148,26.8,2.8,562.887,39.537,1769.401,1702.62
3,4,9,498,288,29.6,3.3,701.52,45.329,2174.087,2092.611
3,4,10,547,358,31.5,3.4,886.227,51.287,2668.323,2566.835
3,4,11,850,205,32.9,3.5,1068.389,56.631,3125.871,3003.832
3,4,12,738,287,33.9,3.5,1046.732,57.503,3047.79,2929.396
3,4,13,741,252,34.2,3.5,964.465,56.055,2829.494,2720.989
3,4,14,821,157,33.8,3.6,832.194,52.579,2479.714,2386.131
3,4,15,685,144,32.6,3.8,584.561,45.687,1782.008,1714.792
3,4,16,637,90,30.2,3.3,353.871,38.314,1057.25,1012.633
3,4,17,270,40,27.3,3.1,87.501,28.86,237.683,212.738
3,4,18,0,0,25.3,3.7,0,25.3,0,0
3,4,19,0,0,24,3.9,0,24,0,0
3,4,20,0,0,22.8,3.6,0,22.8,0,0
3,4,21,0,0,21.8,3.1,0,21.8,0,0
3,4,22,0,0,21,2.8,0,21,0,0
3,4,23,0,0,20.4,2.4,0,20.4,0,0
3,5,0,0,0,19.8,2.2,0,19.8,0,0
3,5,1,0,0,19.3,2,0,19.3,0,0
3,5,2,0,0,18.8,1.7,0,18.8,0,0
3,5,3,0,0,18.3,1.4,0,18.3,0,0
3,5,4,0,0,18.1,1.3,0,18.1,0,0
3,5,5,0,0,18,1.4,0,18,0,0
3,5,6,157,40,19.6,2,66.416,19.869,199.012,174.842
3,5,7,462,118,23,2.4,305.016,29.345,961.764,919.76
3,5,8,686,154,27.2,2.8,588.574,40.569,1840.478,1771.226
3,5,9,784,173,30.5,2.9,815.365,49.468,2469.959,2376.776
3,5,10,837,185,32.6,3,977.508,55.358,2878.431,2767.747
3,5,11,862,190,34,3.2,1065.003,58.46,3084.492,2964.392
3,5,12,862,190,34.3,3.3,1066.161,58.721,3083.372,2963.324
3,5,13,863,170,33.8,3.4,989.892,56.433,2897.836,2786.283
3,5,14,865,134,33,3.5,843.064,52.243,2516.187,2421.1
3,5,15,776,121,31.9,3.6,616.25,45.93,1873.509,1803.094
3,5,16,609,96,30,3.1,347.661,38.226,1040.945,996.781
3,5,17,245,42,27.9,3.1,84.89,29.398,233.669,208.805
3,5,18,0,0,26.5,3.9,0,26.5,0,0
3,5,19,0,0,25.3,4.1,0,25.3,0,0
3,5,20,0,0,24.1,3.7,0,24.1,0,0
3,5,21,0,0,23.1,3.4,0,23.1,0,0
3,5,22,0,0,22.2,3.1,0,22.2,0,0
3,5,23,0,0,21.3,3,0,21.3,0,0
3,6,0,0,0,20.4,2.9,0,20.4,0,0
3,6,1,0,0,19.7,2.8,0,19.7,0,0
3,6,2,0,0,19.1,2.8,0,19.1,0,0
3,6,3,0,0,18.8,2.8,0,18.8,0,0
3,6,4,0,0,18.7,2.7,0,18.7,0,0
3,6,5,0,0,18.8,2.7,0,18.8,0,0
3,6,6,176,44,19.8,2.7,74.927,20.246,224.412,199.734
3,6,7,560,107,21.9,2.5,333.75,28.898,1047.024,1002.691
3,6,8,754,130,25.3,2,605.817,40.572,1892.056,1820.982
3,6,9,862,137,29.3,1.8,838.391,51.612,2510.125,2415.289
3,6,10,920,139,32.4,2,1001.561,58.511,2898.159,2786.591
3,6,11,951,136,34.2,2.4,1091.068,61.397,3108.222,2987.013
3,6,12,962,132,35.3,2.6,1099.022,62.23,3116.11,2994.53
3,6,13,946,127,35.7,2.6,1016.526,60.823,2903.635,2791.821
3,6,14,902,120,35.4,2.6,853.334,56.729,2484.852,2391.058
3,6,15,826,106,34.4,2.7,629.744,50.125,1870.906,1800.582
3,6,16,672,84,31.7,2.2,359.224,41.287,1053.119,1008.617
3,6,17,307,40,28.1,1.8,92.491,30.292,245.121,220.026
3,6,18,0,0,26.1,2.7,0,26.1,0,0
3,6,19,0,0,25,3.7,0,25,0,0
3,6,20,0,0,23.6,4.3,0,23.6,0,0
3,6,21,0,0,22.2,4,0,22.2,0,0
3,6,22,0,0,21.1,3.4,0,21.1,0,0
3,6,23,0,0,20.1,2.7,0,20.1,0,0
3,7,0,0,0,19.4,2.3,0,19.4,0,0
3,7,1,0,0,18.9,2.2,0,18.9,0,0
3,7,2,0,0,18.6,2.4,0,18.6,0,0
3,7,3,0,0,18.5,2.5,0,18.5,0,0
3,7,4,0,0,18.4,2.5,0,18.4,0,0
3,7,5,0,0,18.5,2.4,0,18.5,0,0
3,7,6,166,43,19.8,2.6,70.276,20.157,210.4,186.003
3,7,7,565,106,22.8,2.6,334.733,29.736,1045.523,1001.231
3,7,8,755,130,27,2.4,606.476,41.504,1885.23,1814.398
3,7,9,851,143,30.7,2.3,835.806,51.502,2503.992,2409.409
3,7,10,695,284,33.1,2.5,949.105,56.479,2777.863,2671.632
3,7,11,898,172,34.6,2.6,1081.9,60.868,3091.354,2970.934
3,7,12,927,153,35.5,2.6,1084.498,62.084,3077.487,2957.713
3,7,13,918,143,35.7,2.6,1005.754,60.553,2877.247,2766.616
3,7,14,893,122,35.3,2.8,847.097,56.004,2476.49,2383.039
3,7,15,812,108,34.2,3,621.878,49.221,1856.329,1786.52
3,7,16,450,104,31.9,2.5,288.492,39.371,865.408,825.956
3,7,17,296,40,29.1,2.3,89.251,30.799,236.113,211.2
3,7,18,0,0,27.3,3.2,0,27.3,0,0
3,7,19,0,0,25.8,3.9,0,25.8,0,0
3,7,20,0,0,24.2,3.8,0,24.2,0,0
3,7,21,0,0,22.9,3.4,0,22.9,0,0
3,7,22,0,0,21.8,3,0,21.8,0,0
3,7,23,0,0,20.6,2.5,0,20.6,0,0
3,8,0,0,0,19.6,2.1,0,19.6,0,0
3,8,1,0,0,18.7,1.9,0,18.7,0,0
3,8,2,0,0,18.2,2,0,18.2,0,0
3,8,3,0,0,18,2.1,0,18,0,0
3,8,4,0,0,18,2.1,0,18,0,0
3,8,5,0,0,18.1,1.9,0,18.1,0,0
3,8,6,217,44,19.7,2,80.289,20.358,234.177,209.303
3,8,7,616,95,23.1,1.8,343.651,31.072,1061.578,1016.84
3,8,8,798,114,27.6,1.3,615.628,44.902,1879.094,1808.48
3,8,9,886,126,31.4,0.9,846.222,57.485,2453.5,2360.989
3,8,10,931,133,33.7,1,1005.563,64.164,2817.984,2709.988
3,8,11,953,134,35.2,1.1,1090.414,67.696,2995.409,2879.428
3,8,12,954,133,36.1,1.2,1090.889,68.27,2986.61,2871.032
3,8,13,939,127,36.3,1.4,1008.336,65.44,2805.021,2697.596
3,8,14,905,116,36.1,1.6,849.491,60.288,2424.744,2333.402
3,8,15,830,103,35.1,1.9,626.52,52.46,1837.231,1768.093
3,8,16,682,80,32.7,1.6,356.438,43.211,1031.826,987.913
3,8,17,322,39,29.2,1.4,92.151,31.651,239.476,214.495
3,8,18,0,0,27.2,2.1,0,27.2,0,0
3,8,19,0,0,26.3,3.3,0,26.3,0,0
3,8,20,0,0,25.2,4.1,0,25.2,0,0
3,8,21,0,0,23.9,4.1,0,23.9,0,0
3,8,22,0,0,22.8,3.9,0,22.8,0,0
3,8,23,0,0,21.9,3.4,0,21.9,0,0
3,9,0,0,0,21.1,2.9,0,21.1,0,0
3,9,1,0,0,20.3,2.7,0,20.3,0,0
3,9,2,0,0,19.8,2.8,0,19.8,0,0
3,9,3,0,0,19.5,2.9,0,19.5,0,0
3,9,4,0,0,19.4,2.8,0,19.4,0,0
3,9,5,0,0,19.5,2.5,0,19.5,0,0
3,9,6,233,44,21,2.6,82.242,21.685,236.114,211.201
3,9,7,620,95,24.1,2.3,345.25,31.601,1063.742,1018.944
3,9,8,795,117,27.4,1.6,616.941,43.897,1893.217,1822.102
3,9,9,882,127,29.8,1.2,844.078,54.493,2487.947,2394.025
3,9,10,928,134,31.3,1.2,1003.651,60.81,2866.961,2756.79
3,9,11,950,137,32.1,1.2,1090.038,64.253,3055,2936.272
3,9,12,951,136,32.4,1.3,1090.244,64.282,3055.057,2936.327
3,9,13,936,130,32.3,1.6,1007.661,60.763,2879.205,2768.487
3,9,14,900,119,32.2,1.9,847.392,55.438,2484.771,2390.98
3,9,15,825,105,31.8,2.1,624.147,48.66,1867.591,1797.384
3,9,16,658,84,30.1,1.6,349.817,40.423,1028.177,984.365
3,9,17,290,39,27.5,1.2,85.688,29.841,226.753,202.029
3,9,18,0,0,26.1,1.7,0,26.1,0,0
3,9,19,0,0,25.5,2.5,0,25.5,0,0
3,9,20,0,0,24.9,3.3,0,24.9,0,0
3,9,21,0,0,24,3.6,0,24,0,0
3,9,22,0,0,23,3.3,0,23,0,0
3,9,23,0,0,22,2.7,0,22,0,0
3,10,0,0,0,21.2,2.3,0,21.2,0,0
3,10,1,0,0,20.5,2,0,20.5,0,0
3,10,2,0,0,19.9,1.9,0,19.9,0,0
3,10,3,0,0,19.4,2.1,0,19.4,0,0
3,10,4,0,0,19.2,2.2,0,19.2,0,0
3,10,5,0,0,19.1,2.6,0,19.1,0,0
3,10,6,120,40,20.3,3.2,59.329,20.36,181.981,158.147
3,10,7,132,144,22.5,3.4,195.705,25.69,651.609,617.509
3,10,8,295,253,25,3.1,440.251,34.333,1431.618,1375.938
3,10,9,292,364,27.6,2.6,606.445,42.028,1913.591,1841.749
3,10,10,210,457,30.1,2,657.867,47.383,2022.661,1946.862
3,10,11,409,456,31.8,1.5,878.293,56.209,2575.712,2478.146
3,10,12,368,468,32.6,1,849.65,59.158,2451.231,2358.813
3,10,13,325,436,32.8,0.7,750.359,58.173,2176.104,2094.551
3,10,14,500,298,32.7,0.7,711.406,56.587,2075.888,1998.118
3,10,15,686,144,32.2,0.7,578.068,52.143,1701.206,1636.751
3,10,16,616,93,31,0.5,341.272,44.142,987.06,944.372
3,10,17,257,42,29.1,0.6,83.077,32.064,222.647,198.005
3,10,18,0,0,27,1.1,0,27,0,0
3,10,19,0,0,25.8,1.8,0,25.8,0,0
3,10,20,0,0,25.1,2.8,0,25.1,0,0
3,10,21,0,0,24,3.2,0,24,0,0
3,10,22,0,0,22.7,3,0,22.7,0,0
3,10,23,0,0,21.6,2.4,0,21.6,0,0
3,11,0,0,0,20.8,1.8,0,20.8,0,0
3,11,1,0,0,20.2,1.3,0,20.2,0,0
3,11,2,0,0,19.6,1,0,19.6,0,0
3,11,3,0,0,18.9,0.9,0,18.9,0,0
3,11,4,0,0,18.7,0.9,0,18.7,0,0
3,11,5,0,0,18.9,1.4,0,18.9,0,0
3,11,6,268,43,21.3,2.2,85.486,22.092,239.466,214.485
3,11,7,623,96,25.3,2.3,347.517,32.879,1064.458,1019.64
3,11,8,780,121,29.4,1.4,612.663,46.305,1857.345,1787.5
3,11,9,861,137,32.8,0.9,837.561,58.572,2414.008,2323.101
3,11,10,903,146,35,1.4,992.032,63.059,2797.796,2690.69
3,11,11,923,150,36.3,1.7,1075.115,65.478,2991.894,2876.074
3,11,12,919,151,36.9,1.9,1071.778,65.409,2983.803,2868.353
3,11,13,902,144,37,2.1,988.128,62.868,2789.77,2683.017
3,11,14,865,131,36.6,2.3,833.025,58.131,2406.573,2315.967
3,11,15,783,116,35.7,2.6,606.826,51.026,1793.324,1725.717
3,11,16,626,91,33.2,2.2,341.814,42.303,996.355,953.414
3,11,17,275,41,29.8,1.9,83.915,31.698,222.233,197.599
3,11,18,0,0,27.7,2.4,0,27.7,0,0
